t,u,y
54.60000000,0.67933273,340.71432495
54.62000000,0.67933273,334.28573608
54.64000000,0.67933273,334.28573608
54.66000000,0.67933273,321.42858887
54.68000000,0.67933273,321.42858887
54.70000000,0.67933273,315.00003052
54.72000000,0.67933273,315.00003052
54.74000000,0.67933273,308.57144165
54.76000000,0.67933273,308.57144165
54.78000000,0.67933273,302.14288330
54.80000000,0.67933273,308.57144165
54.82000000,0.67933273,295.71432495
54.84000000,0.67933273,308.57144165
54.86000000,0.67933273,295.71432495
54.88000000,0.89712590,295.71432495
54.90000000,0.89712590,308.57144165
54.92000000,0.89712590,308.57144165
54.94000000,0.89712590,315.00003052
54.96000000,0.89712590,327.85717773
54.98000000,0.89712590,327.85717773
55.00000000,0.89712590,340.71432495
55.02000000,0.89712590,340.71432495
55.04000000,0.67933273,347.14288330
55.06000000,0.67933273,340.71432495
55.08000000,0.67933273,340.71432495
55.10000000,0.67933273,327.85717773
55.12000000,0.67933273,321.42858887
55.14000000,0.67933273,315.00003052
55.16000000,0.67933273,321.42858887
55.18000000,0.67933273,315.00003052
55.20000000,0.67933273,308.57144165
55.22000000,0.67933273,302.14288330
55.24000000,0.67933273,308.57144165
55.26000000,0.67933273,302.14288330
55.28000000,0.67933273,295.71432495
55.30000000,0.67933273,295.71432495
55.32000000,0.67933273,295.71432495
55.34000000,0.67933273,295.71432495
55.36000000,0.89712590,295.71432495
55.38000000,0.89712590,295.71432495
55.40000000,0.89712590,302.14288330
55.42000000,0.89712590,315.00003052
55.44000000,0.89712590,321.42858887
55.46000000,0.89712590,327.85717773
55.48000000,0.89712590,334.28573608
55.50000000,0.89712590,340.71432495
55.52000000,0.67933273,340.71432495
55.54000000,0.67933273,347.14288330
55.56000000,0.67933273,334.28573608
55.58000000,0.67933273,327.85717773
55.60000000,0.67933273,321.42858887
55.62000000,0.67933273,321.42858887
55.64000000,0.67933273,315.00003052
55.66000000,0.67933273,315.00003052
55.68000000,0.89712590,308.57144165
55.70000000,0.89712590,308.57144165
55.72000000,0.89712590,315.00003052
55.74000000,0.89712590,327.85717773
55.76000000,0.89712590,327.85717773
55.78000000,0.89712590,334.28573608
55.80000000,0.89712590,340.71432495
55.82000000,0.89712590,347.14288330
55.84000000,0.89712590,347.14288330
55.86000000,0.89712590,347.14288330
55.88000000,0.89712590,360.00003052
55.90000000,0.89712590,353.57144165
55.92000000,0.89712590,353.57144165
55.94000000,0.89712590,353.57144165
55.96000000,0.89712590,366.42858887
55.98000000,0.89712590,360.00003052
56.00000000,0.89712590,360.00003052
56.02000000,0.89712590,360.00003052
56.04000000,0.89712590,360.00003052
56.06000000,0.89712590,366.42858887
56.08000000,0.89712590,366.42858887
56.10000000,0.89712590,366.42858887
56.12000000,0.89712590,366.42858887
56.14000000,0.89712590,366.42858887
56.16000000,0.89712590,372.85717773
56.18000000,0.89712590,372.85717773
56.20000000,0.89712590,366.42858887
56.22000000,0.89712590,366.42858887
56.24000000,0.89712590,372.85717773
56.26000000,0.89712590,372.85717773
56.28000000,0.89712590,379.28573608
56.30000000,0.89712590,372.85717773
